Date,Temperature
8-24-2021,22.09586555
8-25-2021,22.10329059
8-26-2021,21.24857092
8-27-2021,21.70782744
8-28-2021,22.78488509
8-29-2021,21.95368822
8-30-2021,20.60759672
8-31-2021,19.96207929
